lab.id,site,unique.id,moisture.trt,temp.trt,moisturePercent.gwc,total.dwe.added,cumulativeCO2Flux,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
694,SERC,SERC_S_T0_P02,80,25,28.490589,1.255704467,48.69751612,38.89008,-76.56001,13.6,1075,15
695,SERC,SERC_S_T0_P21,80,25,22.76632633,1.24737533,43.34686003,38.89008,-76.56001,13.6,1075,15
696,SERC,SERC_S_T0_P36,80,25,28.89856282,1.265431766,39.58450115,38.89008,-76.56001,13.6,1075,15
697,TALL,TALL_S_T0_P10,80,25,13.15692053,1.256743787,46.68694087,32.95046,-87.39327,17.2,1383,135
698,TALL,TALL_S_T0_P19,80,25,10.46633757,1.252613162,42.2966916,32.95046,-87.39327,17.2,1383,135
699,TALL,TALL_S_T0_P31,80,25,19.78358106,1.261141936,43.63276934,32.95046,-87.39327,17.2,1383,135
700,TREE,TREE_S_T0_P03,80,25,54.90203959,1.28477929,46.631813,45.49369,-89.58571,4.8,797,472
701,TREE,TREE_S_T0_P08,80,25,79.38597422,1.238420412,58.76695987,45.49369,-89.58571,4.8,797,472
702,TREE,TREE_S_T0_P21,80,25,18.04582048,1.258357073,40.58653408,45.49369,-89.58571,4.8,797,472
703,BART,BART_S_T0_P17,100,25,62.14822335,1.250892449,43.81145524,44.06388,-71.28731,6.2,1325,232
704,BART,BART_S_T0_P30,100,25,51.04821803,1.249180415,53.18705569,44.06388,-71.28731,6.2,1325,232
705,BART,BART_S_T0_P32,100,25,37.63694844,1.243188378,50.93841888,44.06388,-71.28731,6.2,1325,232
706,GRSM,GRSM_S_T0_P01,100,25,42.56946113,1.246950815,47.54711811,35.68896,-83.50195,13.1,1375,579
707,GRSM,GRSM_S_T0_P08,100,25,43.65258798,1.257152109,47.34574314,35.68896,-83.50195,13.1,1375,579
708,GRSM,GRSM_S_T0_P18,100,25,35.12759896,1.258191554,42.17780909,35.68896,-83.50195,13.1,1375,579
709,LENO,LENO_S_T0_P01,100,25,27.57374719,1.248850467,45.39714332,31.85388,-88.16122,18.1,1386,20
710,LENO,LENO_S_T0_P18,100,25,26.32672634,1.254299976,46.21946994,31.85388,-88.16122,18.1,1386,20
711,LENO,LENO_S_T0_P19,100,25,23.51864607,1.25368346,43.81346362,31.85388,-88.16122,18.1,1386,20
712,SERC,SERC_S_T0_P02,100,25,28.490589,1.273086185,44.52270804,38.89008,-76.56001,13.6,1075,15
713,SERC,SERC_S_T0_P21,100,25,22.76632633,1.23893693,44.64531085,38.89008,-76.56001,13.6,1075,15
714,SERC,SERC_S_T0_P36,100,25,28.89856282,1.248953086,40.63828012,38.89008,-76.56001,13.6,1075,15
715,TALL,TALL_S_T0_P10,100,25,13.15692053,1.248481568,45.18547738,32.95046,-87.39327,17.2,1383,135
716,TALL,TALL_S_T0_P19,100,25,10.46633757,1.258538176,29.69092593,32.95046,-87.39327,17.2,1383,135
717,TALL,TALL_S_T0_P31,100,25,19.78358106,1.269724678,42.28855679,32.95046,-87.39327,17.2,1383,135
718,TREE,TREE_S_T0_P03,100,25,54.90203959,1.245995447,46.38293516,45.49369,-89.58571,4.8,797,472
719,TREE,TREE_S_T0_P08,100,25,79.38597422,1.244731786,43.2531934,45.49369,-89.58571,4.8,797,472
720,TREE,TREE_S_T0_P21,100,25,18.04582048,1.245722701,45.1950983,45.49369,-89.58571,4.8,797,472
