lab.id,site,unique.id,moisture.trt,temp.trt,cumulativeCO2Flux,GWC,VWC,soil.pH,Latitude,Longitude,MAT_c,MAP_mm,Elevation_m
436,GRSM,GRSM_S_T0_P03,100,15,2.929816091,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
437,GRSM,GRSM_S_T0_P05,100,15,3.329190771,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
438,GRSM,GRSM_S_T0_P19,100,15,3.133472935,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
439,LENO,LENO_S_T0_P04,100,15,2.302555535,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
440,LENO,LENO_S_T0_P21,100,15,2.589719376,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
441,LENO,LENO_S_T0_P34,100,15,1.987710926,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
442,SERC,SERC_S_T0_P06,100,15,2.809728471,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
443,SERC,SERC_S_T0_P24,100,15,2.103420916,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
444,SERC,SERC_S_T0_P25,100,15,2.477631108,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
445,TALL,TALL_S_T0_P05,100,15,1.936825871,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
446,TALL,TALL_S_T0_P06,100,15,2.752387089,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
447,TALL,TALL_S_T0_P28,100,15,2.680186666,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
448,TREE,TREE_S_T0_P11,100,15,3.123845624,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
449,TREE,TREE_S_T0_P31,100,15,2.739908363,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
450,TREE,TREE_S_T0_P35,100,15,3.593933948,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
451,BART,BART_S_T0_P03,20,25,2.26421063,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
452,BART,BART_S_T0_P20,20,25,1.301708798,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
453,BART,BART_S_T0_P21,20,25,1.507059746,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
454,GRSM,GRSM_S_T0_P03,20,25,1.524214067,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
455,GRSM,GRSM_S_T0_P05,20,25,1.336022819,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
456,GRSM,GRSM_S_T0_P19,20,25,1.665534194,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
457,LENO,LENO_S_T0_P04,20,25,2.01181208,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
458,LENO,LENO_S_T0_P21,20,25,1.610011106,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
459,LENO,LENO_S_T0_P34,20,25,1.695169733,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
460,SERC,SERC_S_T0_P06,20,25,1.824185426,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
461,SERC,SERC_S_T0_P24,20,25,1.934050172,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
462,SERC,SERC_S_T0_P25,20,25,2.352762849,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
463,TALL,TALL_S_T0_P05,20,25,2.162599568,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
464,TALL,TALL_S_T0_P06,20,25,2.118702764,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
465,TALL,TALL_S_T0_P28,20,25,2.326949661,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
466,TREE,TREE_S_T0_P11,20,25,1.978863994,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
467,TREE,TREE_S_T0_P31,20,25,1.1162629,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
468,TREE,TREE_S_T0_P35,20,25,2.232517716,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
469,BART,BART_S_T0_P03,40,25,5.85826248,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
470,BART,BART_S_T0_P20,40,25,3.582696576,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
471,BART,BART_S_T0_P21,40,25,5.135418071,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
472,GRSM,GRSM_S_T0_P03,40,25,4.667804793,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
473,GRSM,GRSM_S_T0_P05,40,25,5.075610545,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
474,GRSM,GRSM_S_T0_P19,40,25,4.735363505,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
475,LENO,LENO_S_T0_P04,40,25,5.355253888,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
476,LENO,LENO_S_T0_P21,40,25,5.823480948,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
477,LENO,LENO_S_T0_P34,40,25,5.325775377,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
478,SERC,SERC_S_T0_P06,40,25,5.68820114,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
479,SERC,SERC_S_T0_P24,40,25,5.827849416,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
480,SERC,SERC_S_T0_P25,40,25,4.388093172,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
481,TALL,TALL_S_T0_P05,40,25,4.010626245,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
482,TALL,TALL_S_T0_P06,40,25,4.995833974,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
483,TALL,TALL_S_T0_P28,40,25,4.255513606,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
484,TREE,TREE_S_T0_P11,40,25,4.94915551,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
485,TREE,TREE_S_T0_P31,40,25,4.14453,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
486,TREE,TREE_S_T0_P35,40,25,4.721845305,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
487,BART,BART_S_T0_P03,60,25,4.970194483,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
488,BART,BART_S_T0_P20,60,25,4.7851502,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
489,BART,BART_S_T0_P21,60,25,4.178881294,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
490,GRSM,GRSM_S_T0_P03,60,25,4.540807068,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
491,GRSM,GRSM_S_T0_P05,60,25,5.049354508,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
492,GRSM,GRSM_S_T0_P19,60,25,5.214075502,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
493,LENO,LENO_S_T0_P04,60,25,5.475327241,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
494,LENO,LENO_S_T0_P21,60,25,4.69855752,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
495,LENO,LENO_S_T0_P34,60,25,3.877508393,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
496,SERC,SERC_S_T0_P06,60,25,4.560944862,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
497,SERC,SERC_S_T0_P24,60,25,4.564623809,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
498,SERC,SERC_S_T0_P25,60,25,4.465108905,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
499,TALL,TALL_S_T0_P05,60,25,4.003452308,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
500,TALL,TALL_S_T0_P06,60,25,4.76246235,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
501,TALL,TALL_S_T0_P28,60,25,3.926373235,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
502,TREE,TREE_S_T0_P11,60,25,5.32525643,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
503,TREE,TREE_S_T0_P31,60,25,5.390550429,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
504,TREE,TREE_S_T0_P35,60,25,4.155836978,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
505,BART,BART_S_T0_P03,80,25,4.937555684,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
506,BART,BART_S_T0_P20,80,25,5.049987165,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
507,BART,BART_S_T0_P21,80,25,5.744649172,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
508,GRSM,GRSM_S_T0_P03,80,25,5.583013424,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
509,GRSM,GRSM_S_T0_P05,80,25,5.330899615,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
510,GRSM,GRSM_S_T0_P19,80,25,5.926404031,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
511,LENO,LENO_S_T0_P04,80,25,5.539971234,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
512,LENO,LENO_S_T0_P21,80,25,5.073080329,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
513,LENO,LENO_S_T0_P34,80,25,4.293900027,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
514,SERC,SERC_S_T0_P06,80,25,4.54615289,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
515,SERC,SERC_S_T0_P24,80,25,3.826001702,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
516,SERC,SERC_S_T0_P25,80,25,4.415517734,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
517,TALL,TALL_S_T0_P05,80,25,4.036015264,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
518,TALL,TALL_S_T0_P06,80,25,3.919070211,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
519,TALL,TALL_S_T0_P28,80,25,4.607946368,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
520,TREE,TREE_S_T0_P11,80,25,5.146499839,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
521,TREE,TREE_S_T0_P31,80,25,5.91522772,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
522,TREE,TREE_S_T0_P35,80,25,4.758854013,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
523,BART,BART_S_T0_P03,100,25,5.145650632,67.40843535,28.8,4.11,44.06388,-71.28731,6.2,1325,232
524,BART,BART_S_T0_P20,100,25,4.776526304,49.14695341,20.7,4.13,44.06388,-71.28731,6.2,1325,232
525,BART,BART_S_T0_P21,100,25,3.815546319,54.40921026,18.06666667,4.23,44.06388,-71.28731,6.2,1325,232
526,GRSM,GRSM_S_T0_P03,100,25,4.582068817,48.0938006,43.1,4.81,35.68896,-83.50195,13.1,1375,579
527,GRSM,GRSM_S_T0_P05,100,25,4.389153775,27.9067089,16.16666667,4.75,35.68896,-83.50195,13.1,1375,579
528,GRSM,GRSM_S_T0_P19,100,25,4.639095899,32.66141985,20.5,5.03,35.68896,-83.50195,13.1,1375,579
529,LENO,LENO_S_T0_P04,100,25,3.861404761,27.95005359,24.66666667,5.73,31.85388,-88.16122,18.1,1386,20
530,LENO,LENO_S_T0_P21,100,25,3.323714303,24.6188527,19.93333333,5.87,31.85388,-88.16122,18.1,1386,20
531,LENO,LENO_S_T0_P34,100,25,4.45563514,28.09437457,30.56666667,6.09,31.85388,-88.16122,18.1,1386,20
532,SERC,SERC_S_T0_P06,100,25,4.371578744,36.38742448,40.3,4.43,38.89008,-76.56001,13.6,1075,15
533,SERC,SERC_S_T0_P24,100,25,3.476335862,30.3151192,25.3,5.23,38.89008,-76.56001,13.6,1075,15
534,SERC,SERC_S_T0_P25,100,25,4.30538108,26.96905978,25.5,4.97,38.89008,-76.56001,13.6,1075,15
535,TALL,TALL_S_T0_P05,100,25,4.512954586,17.98174987,11.1,4.6,32.95046,-87.39327,17.2,1383,135
536,TALL,TALL_S_T0_P06,100,25,4.339403327,18.1046444,15.63333333,4.59,32.95046,-87.39327,17.2,1383,135
537,TALL,TALL_S_T0_P28,100,25,3.394555384,10.59259259,4.833333333,5.17,32.95046,-87.39327,17.2,1383,135
538,TREE,TREE_S_T0_P11,100,25,3.993595995,47.46207643,38.63333333,4.78,45.49369,-89.58571,4.8,797,472
539,TREE,TREE_S_T0_P31,100,25,4.606848175,17.85232312,7.833333333,4.63,45.49369,-89.58571,4.8,797,472
540,TREE,TREE_S_T0_P35,100,25,4.744670671,16.58066187,10.4,5.03,45.49369,-89.58571,4.8,797,472
541,BART,BART_S_T0_P17,20,15,0.92432949,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
542,BART,BART_S_T0_P30,20,15,0.60305271,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
543,BART,BART_S_T0_P32,20,15,0.540872125,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
544,GRSM,GRSM_S_T0_P01,20,15,1.109231772,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
545,GRSM,GRSM_S_T0_P08,20,15,0.671969671,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
546,GRSM,GRSM_S_T0_P18,20,15,0.464170024,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
547,LENO,LENO_S_T0_P01,20,15,0.233245171,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
548,LENO,LENO_S_T0_P18,20,15,0.218616888,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
549,LENO,LENO_S_T0_P19,20,15,0.282011071,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
550,SERC,SERC_S_T0_P02,20,15,0.345685897,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
551,SERC,SERC_S_T0_P21,20,15,0.419230234,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
552,SERC,SERC_S_T0_P36,20,15,0.348215442,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
553,TALL,TALL_S_T0_P10,20,15,0.455438373,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
554,TALL,TALL_S_T0_P19,20,15,0.460045117,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
555,TALL,TALL_S_T0_P31,20,15,0.326262907,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
556,TREE,TREE_S_T0_P03,20,15,0.385987431,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
557,TREE,TREE_S_T0_P08,20,15,1.610730752,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
558,TREE,TREE_S_T0_P21,20,15,0.370177184,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
559,BART,BART_S_T0_P17,40,15,2.116525126,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
560,BART,BART_S_T0_P30,40,15,1.828929,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
561,BART,BART_S_T0_P32,40,15,2.04509811,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
562,GRSM,GRSM_S_T0_P01,40,15,2.299202927,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
563,GRSM,GRSM_S_T0_P08,40,15,2.220834742,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
564,GRSM,GRSM_S_T0_P18,40,15,1.979344576,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
565,LENO,LENO_S_T0_P01,40,15,1.866668022,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
566,LENO,LENO_S_T0_P18,40,15,1.815827787,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
567,LENO,LENO_S_T0_P19,40,15,1.525008829,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
568,SERC,SERC_S_T0_P02,40,15,1.715854323,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
569,SERC,SERC_S_T0_P21,40,15,2.044923304,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
570,SERC,SERC_S_T0_P36,40,15,2.184099426,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
571,TALL,TALL_S_T0_P10,40,15,1.433757475,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
572,TALL,TALL_S_T0_P19,40,15,1.986283911,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
573,TALL,TALL_S_T0_P31,40,15,1.489205322,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
574,TREE,TREE_S_T0_P03,40,15,2.544079363,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
575,TREE,TREE_S_T0_P08,40,15,2.822406114,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
576,TREE,TREE_S_T0_P21,40,15,1.466626687,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
577,BART,BART_S_T0_P17,60,15,2.462055939,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
578,BART,BART_S_T0_P30,60,15,3.383702383,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
579,BART,BART_S_T0_P32,60,15,3.124908308,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
580,GRSM,GRSM_S_T0_P01,60,15,3.395242146,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
581,GRSM,GRSM_S_T0_P08,60,15,3.124875456,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
582,GRSM,GRSM_S_T0_P18,60,15,2.263262715,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
583,LENO,LENO_S_T0_P01,60,15,2.609337411,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
584,LENO,LENO_S_T0_P18,60,15,2.455225353,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
585,LENO,LENO_S_T0_P19,60,15,2.799795595,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
586,SERC,SERC_S_T0_P02,60,15,2.554503227,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
587,SERC,SERC_S_T0_P21,60,15,2.772050432,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
588,SERC,SERC_S_T0_P36,60,15,2.419707392,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
589,TALL,TALL_S_T0_P10,60,15,2.152226303,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
590,TALL,TALL_S_T0_P19,60,15,2.135434113,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
591,TALL,TALL_S_T0_P31,60,15,2.180243831,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
592,TREE,TREE_S_T0_P03,60,15,3.199104628,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
593,TREE,TREE_S_T0_P08,60,15,3.351056508,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
594,TREE,TREE_S_T0_P21,60,15,2.138974477,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
595,BART,BART_S_T0_P17,80,15,3.058375411,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
596,BART,BART_S_T0_P30,80,15,3.275981377,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
597,BART,BART_S_T0_P32,80,15,3.106005053,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
598,GRSM,GRSM_S_T0_P01,80,15,2.992471705,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
599,GRSM,GRSM_S_T0_P08,80,15,3.680439193,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
600,GRSM,GRSM_S_T0_P18,80,15,2.872239185,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
601,LENO,LENO_S_T0_P01,80,15,2.954051306,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
602,LENO,LENO_S_T0_P18,80,15,2.42830473,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
603,LENO,LENO_S_T0_P19,80,15,2.723798432,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
604,SERC,SERC_S_T0_P02,80,15,2.512859014,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
605,SERC,SERC_S_T0_P21,80,15,2.529114411,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
606,SERC,SERC_S_T0_P36,80,15,2.228367132,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
607,TALL,TALL_S_T0_P10,80,15,2.298676442,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
608,TALL,TALL_S_T0_P19,80,15,1.692999641,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
609,TALL,TALL_S_T0_P31,80,15,2.721419484,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
610,TREE,TREE_S_T0_P03,80,15,3.354631408,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
611,TREE,TREE_S_T0_P08,80,15,3.507360992,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
612,TREE,TREE_S_T0_P21,80,15,1.816436726,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
613,BART,BART_S_T0_P17,100,15,3.081644059,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
614,BART,BART_S_T0_P30,100,15,2.797141876,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
615,BART,BART_S_T0_P32,100,15,3.020784728,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
616,GRSM,GRSM_S_T0_P01,100,15,3.021851551,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
617,GRSM,GRSM_S_T0_P08,100,15,2.074613132,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
618,GRSM,GRSM_S_T0_P18,100,15,3.121511433,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
619,LENO,LENO_S_T0_P01,100,15,2.662217354,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
620,LENO,LENO_S_T0_P18,100,15,2.554965465,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
621,LENO,LENO_S_T0_P19,100,15,2.322593722,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
622,SERC,SERC_S_T0_P02,100,15,2.126436372,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
623,SERC,SERC_S_T0_P21,100,15,2.724784439,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
624,SERC,SERC_S_T0_P36,100,15,2.481955803,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
625,TALL,TALL_S_T0_P10,100,15,2.625846665,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
626,TALL,TALL_S_T0_P19,100,15,2.469572322,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
627,TALL,TALL_S_T0_P31,100,15,3.006589567,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
628,TREE,TREE_S_T0_P03,100,15,3.257993974,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
629,TREE,TREE_S_T0_P08,100,15,3.364905389,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
630,TREE,TREE_S_T0_P21,100,15,3.230390081,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
631,BART,BART_S_T0_P17,20,25,2.00692088,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
632,BART,BART_S_T0_P30,20,25,2.016282296,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
633,BART,BART_S_T0_P32,20,25,1.510379727,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
634,GRSM,GRSM_S_T0_P01,20,25,2.533634386,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
635,GRSM,GRSM_S_T0_P08,20,25,1.78636884,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
636,GRSM,GRSM_S_T0_P18,20,25,1.439120349,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
637,LENO,LENO_S_T0_P01,20,25,2.802189934,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
638,LENO,LENO_S_T0_P18,20,25,1.353224474,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
639,LENO,LENO_S_T0_P19,20,25,1.206688381,23.51864607,23.5,5.81,31.85388,-88.16122,18.1,1386,20
640,SERC,SERC_S_T0_P02,20,25,1.353482496,28.490589,30.13333333,5.43,38.89008,-76.56001,13.6,1075,15
641,SERC,SERC_S_T0_P21,20,25,1.141849134,22.76632633,19.63333333,4.69,38.89008,-76.56001,13.6,1075,15
642,SERC,SERC_S_T0_P36,20,25,1.496951564,28.89856282,38.73333333,5.84,38.89008,-76.56001,13.6,1075,15
643,TALL,TALL_S_T0_P10,20,25,2.500970786,13.15692053,6.2,4.7,32.95046,-87.39327,17.2,1383,135
644,TALL,TALL_S_T0_P19,20,25,1.443463667,10.46633757,7.633333333,5.08,32.95046,-87.39327,17.2,1383,135
645,TALL,TALL_S_T0_P31,20,25,1.94250651,19.78358106,17.33333333,5.01,32.95046,-87.39327,17.2,1383,135
646,TREE,TREE_S_T0_P03,20,25,2.282145914,54.90203959,30.56666667,4.06,45.49369,-89.58571,4.8,797,472
647,TREE,TREE_S_T0_P08,20,25,3.496417524,79.38597422,60,4.02,45.49369,-89.58571,4.8,797,472
648,TREE,TREE_S_T0_P21,20,25,1.499688894,18.04582048,12.1,4.59,45.49369,-89.58571,4.8,797,472
649,BART,BART_S_T0_P17,40,25,3.305339858,62.14822335,34.73333333,4.06,44.06388,-71.28731,6.2,1325,232
650,BART,BART_S_T0_P30,40,25,3.786796436,51.04821803,12.56666667,4.43,44.06388,-71.28731,6.2,1325,232
651,BART,BART_S_T0_P32,40,25,4.108613712,37.63694844,6.2,4.29,44.06388,-71.28731,6.2,1325,232
652,GRSM,GRSM_S_T0_P01,40,25,4.340921383,42.56946113,20.13333333,4.3,35.68896,-83.50195,13.1,1375,579
653,GRSM,GRSM_S_T0_P08,40,25,3.691386986,43.65258798,21.33333333,4.25,35.68896,-83.50195,13.1,1375,579
654,GRSM,GRSM_S_T0_P18,40,25,3.345610563,35.12759896,25.96666667,4.81,35.68896,-83.50195,13.1,1375,579
655,LENO,LENO_S_T0_P01,40,25,3.776024778,27.57374719,29.76666667,5.79,31.85388,-88.16122,18.1,1386,20
656,LENO,LENO_S_T0_P18,40,25,3.951141399,26.32672634,28.1,5.55,31.85388,-88.16122,18.1,1386,20
